7 65 2|6 5 46 86 12 22 4 1605 20 18 2 7460 1 2 1 3 16 11 154 57 78 6 2975 367 1677 2 56 57 420 55 1 5368 2
7 86 19 6 787 43 4 7|3 5 317 4 1 237 20 53 5 143 5 41 10140 5890 3 313 7
6 254 3 58 6 6824 14 254 3 1 50 99 114 24971 1 3 183 35 124 25 4 548 2|2 1 21 7 1 81 16 20435 3 5 1 246 55 91 9 6 6824 2
7 137 3 22 57 170 659 2|7 5 149 37 587 4 570 148 2
7 1 543 281 14|6 254 38 1 79 4 30 9 459 12 3 58 12 44 13812 1 769 2971 3 1429 47 18654 9536 678 12 177 6 19475 2 93 48 3 2270
1 159 10 250 17 89 4 570 1373 177 6 499 3 85 4 54 9 6 64 7|7 35 3 24 299 9 6 235 2
2 31 1 350 500 3 5 14089 1 59 304 443 14|3 21 30 4 78 47 7
4 5 81 51 42 105 229 2|2 5 55 435 2
1 137 3 15 9 572 4 87 126 9550 20435 3 5 81 183 5 151 180 164 2|4 254 2
5 1447 2|3 1531 2
1 7108 3 72 27 288 14 1 43 4 210 45 7|6 5 195 9 180 9 4 3 1 300 2522 2 1 68 9393 15 6942 2
6 653 3 4 46 3 5829 1 31 627 4 80 2 1 3 4 44 67 495 36 130 74 2|4 21 7 159 10 250 2 21 43 4 498 3 16 1 10 12764 7 1 37 10 12764 2
4 254 14 1 321 2|1 4 136 7
2 72 77 2|3 173 3 8537 2
7 509 3 72 3 1 1 3 1 7887 2|3 72 3 190 14 2270 1 2
4 254 3 1 1 26 22 170 1 1678 40 26 336 21087 156 1 67 2107 277 73 31 5 171 26 20435 3 1 3867 2|3 22 16 1701 180 25 18290 7
3 1 2 1 2|4 72 3 77 2
3 1 3 37 76 624 76 12 892 14 511 14|5 137 392 14
7 15 5 111 360 9 29 595 9 67 180 9 489 19 3532 3 38 5 78 55 659 550 2751 199 138 2|4 1 241 14 2373 94 3 58 2270 1 170 1583 4 114 558 313 7
4 21 7|7 64 47 14 16 11 27 349 14 190 14 14
4 2270 14 79 85 4 93 6942 16 9393 41 296 10 19432 324 7|3 158 57 22 14
7 5 81 5 13920 9536 50 335 9 4 295 2|6 20 104 14 9393 3 31 4 81 24 118 31 12 7
5 5 31 1 46 14 23 299 442 14 1 3 24 109 683 16 670 92 1 221 10 555 15 4 467 12 170 680 2|6 16 670 151 37 29 1205 276 27 15836 2
7 72 3 35 3 35 3 12 11 68 4 2|7 21 68 20 7
5 5 30 6 6221 7251 18 10 147 443 152 2|2 110 79 43 4 3184 7
2 60 3 24 1354 148 4 44 93 99 2|7 60 3 942 3 5 81 26 220 165 2
2 27 382 3 5205 2|1 190 2
3 72 27 288 14|5 137 3 60 3 5 317 4 1 195 27 165 2197 5095 14
3 544 3 544 3 73 68 53 24 2030 12 7|5 21 31 4 145 3 55 3 459 12 337 7
1 67 4 182 12 3 251 85 4 3 85 4 93 431 68 99 7|7 72 35 2 5 246 12 1 170 1 292 3 1 2
1 624 3927 15 1 1909 95 1 10 7878 2|4 137 14 64 14 254 3 1 75 4 570 412 2 2932 5059 14
1 18 17 18 21 7|7 4 42 1294 158 5 39 10 397 316 2
2 5 34 348 4 47 19 147 455 2|5 254 14
2 1 58 306 25 20 2|4 173 7
1 60 3 53 4 75 48 118 4 127 93 48 5 39 318 25 48 7|5 4 78 12 14
1 72 3 37 236 70 14 72 27 4186 17 15 26 22 1 2 12 11 157 2799 9 850 14 79 7 79 31 261 193 456 9 77 153 7|4 2373 14 60 3 2644 26 22 37 10 77 98 2
3 126 70 18 6 2262 10327 14623 25 26 6291 253 4237 9 90 12 163 2 1791 120 70 44 2 6 1 25 325 9872 2684 43 71 87 13304 71 17517 19654 2 87 70 192 9 290 71 688 21670 2728 3 87 36 27 436 71 2614 1 3 15 87 315 18 117 697 71 7869 1299 2 15 6 3786 22 7869 1299 87 315 18 117 697 2 307 3 1791 7869 1 29 40 99 253 3 58 1 29 8516 26 6291 33 74 3564 2 15 1 136 16 7869 101 55 9 131 27 1209 86 181 1837 19 20 2 1 487 55 9 131 27 394 3 6942 3 9393 3 5205 3 7108 3 15 5829 3 1 1 64 47 14|4 2270 14 79 85 24 30 9 1953 61 18 47 58 680 7 14
2 307 3 4 235 61 6 713 490 2|4 37 713 2 6 105 1454 3 1454 3 1454 2042 448 99 61 25 268 138 3 15 5 143 1
1 72 3 1 17 72 17 1 22 37 10 385 2|4 72 3 38 18 198 12 22 14
5 60 3 51 42 2270 11 14 51 78 5464 29 2270 11 14|3 137 3 51 42 365 2
3 12 11 405 3 4 67 495 19 33 88 494 2863 2|6 72 3 58 51 1088 20 55 3 248 1 2
4 35 17 2|5 1722 7
7 43 4 1106 20 7 14 40 10 1454 4751 55 26 3 1 161 203 2|4 131 4 14 1 241 14
7 5 46 14|4 72 3 288 2 72 3 288 2 72 288 2
3 942 3 10569 3 5 112 4604 523 2|4 60 110 79 85 4 129 20 10 835 7
4 60 3 110 180 14|2 254 3 5 69 2 222 16 156 16 24 67 5187 16 4 267 9 31 7
3 37 573 2 58 451 3 73 31 4 80 9 353 20 7|5 22 26 10 945 1 8879 20 7
3 5 55 12 14|1 637 7 1 265 48 14
2 137 3 137 3 137 3 92 43 24 33 6 868 1555 7|4 5 3 5 31 1 30 12 2 9393 71 38 5 195 12 2 1 5 39 18654 9536 30 9 90 16
1 307 2270 17|3 137 7
5 108 183 57 216 1 1234 558 15 2270 67 2285 40 74 15 111 428|2 2270 16 22 1 2 2270 71 190 5 1077 74 3 917 2 183 3 183 104 132 2 5 31 1 46
7 5 39 91 9 102 177 28 411 56 2|2 170 2
1 254 2|6 183 24 44 55 54 9 10 1523 108 128 2
1 35 2|6 18 198 37 3 158 1 19 139 40 74 2
1 38 1 7 14|3 137 3 38 1 37 10 244 574 2
4 3618 2 1899 14|3 190 14
4 60 3 12 41 36 1 327 2|7 1 58 625 14 15 1 58 1114 14
3 137 2 36 64 3 1 180 9 4 412 2|1 254 2 38 37 68 26 14
7 509 14|3 1 3 4 102 2377 2 31 5 46 4 87 737 7
7 1 2 22 12 989 7|2 1 3 35 35 31 1 350 3 5 39 18654 9536 1453 12 2
1 509 2 1 307 3 1 5205 2 5 1 3 5 1 237 1 499 2 1 1 1714 382 2|7 72 509 3 1 3 1 9359 87 74 2342 2
5 1 3 137 14|3 286 490 510 7
1 190 3 53 47 22 194 3 148 5 44 31 25 4 17|3 5 12729 1 81 18 148 2
5 21 6 787 264 7 14 14 73 109 4 1358 19 7 14 14 15 92 6 787 22 36 18 117 558 7 14 14|3 60 3 26 322 234 113 9 102 62 6 3432 1 23 143 23 1 81 244 209 9 1152 10 1857 94 14
3 1 3 4 42 67 7119 121 16 2929 4 42 19 139 40 1 1 2|5 60 3 73 118 431 37 29 19 139 40 1 1 7
4 21 7 14 14|1 5 1016 1092 14
5 60 3 12 852 2950 713 17 1 57 7|3 7382 1 2 4 34 55 74 2
6 4 42 91 9 1 2|7 35 3 5 39 17 37 91 9 1 2
1 1 35 2|3 60 3 26 22 4228 2 5756 75 7 5 187 4 58 2 7711
2 1 28 912|5 72 240 2
6 21 7 14 14|3 1 3 129 20 6 835 97 14
5 35 240 3 5 39 77 2|2 1 3 58 4 13920 9536 345 12 16 115 3 31 4 7
4 1 3 73 85 12 54 7 93 20 205 2|5 60 3 6 1523 41 241 3 536 41 241 3 15 1 140 55 10 1515 3 14418 208 673 387 2
7 1 2|2 60 3 85 1 4 7
4 1 17|6 1 7672 43 1 2 1 116 6 617 2 1 7672 43 1 3 530 123 8626 2 216 12 157 203 276 27 10624 816 7
5 72 65 14|4 159 10 250 14
1 72 3 127 2 5 149 37 997 9 28 1554 3 544 7|7 509 3 73 11 12 1264 7
7 60 3 137 3 2917 1 2 12 1 27 147 13304 3 19285 15 1 2|6 1899 3 1 14
7 190 14|3 190 3 5205 3 1 11 14
5 64 14|2 5 81 4 42 27 2482 2
5 102 3 57 11 37 6744 116 14 57 299 55 26 14|6 23 11 37 6744 116 2 23 299 9 50 15664 2
7 251 9 20 14 89 27 98 429 3 5 13920 9536 29 1684 62 792 2|2 4 21 7
2 1 3 16 70 14|4 1 21 3 67 129 20 10 553 15 5 34 29 61 18 28 719 2 5 39 67 18654 9536 1648 10 2693 2 89 5 50 97 3 5 80 233 123 2676 2 183 16 11 48 2
2 137 3 1 107 88 992 61 328 5 41 5907 2|5 72 35 3 1 18654 9536 29 1178 168 114 9229 108 6974 77 1 12 7
7 60 5 46 5 41 100 1037 14 15 5 531 9 329 4 3 5 170 85 14 1 168 24 107 946 199 443 5 1292 556 606 19 2707 347 9 50 4 61 18 27 326 14|2 21 109 4 210 19 2707 7
6 72 159 3 5 454 27 197 14 254 3 83 11 180 68 6 493 14 5 30 58 293 1357 14|2 137 3 20 104 14
3 5 78 5464 95 3 5 111 303 5 118 1144 6 1 490 18 6 1083 58 132 2|4 60 16 22 158 4 30 111 96 33 10 1083 40 20 154 2
3 5 31 1 46 3 1878 67 31 1 95 3 1 3 287 45 3 416 1|5 4 565 70 2
3 190 14 85 6942 265 63 289 7|4 137 3 24 78 48 97 2 1 266 2
6 1 21 3 5 44 223 3 1 18654 9536 223 2 1 6 199 98 5 299 8493 5 41 9 285 9 1173 142 6 1225 1677 3 5 67 299 200 15 200 2|3 307 3 1 24 2950 195 4 9 702 99 36 63 47 19 28 1 1681 3 38 1 21 3 1 223 2
2 65 3 51 43 2 6 1 1796 88 2|1 4 42 257 2
4 521 3 24 30 9 54 2 117 7995 43 62 1 2|6 19 7995 62 1 113 15232 3651 2 1 4 15232 2 131 4 25 6 608 2
7 72 14 79 31 1 4 1644 20 7|6 2182 3 3951 3 26 22 27 364 2
2 7103 3 5 178 4 109 5829 14|5 21 425 20 146 7
5 2068 61 23 22 2950 483 2|4 5 44 37 237 4 570 14 23 41 170 229 15 23 235 158 18 4 14
3 5 39 136 23 11 37 124 1 61 175 5 149 2|6 93 20 68 12 2
4 60 3 1 21 7 5 54 75 27 316 268 3 1 221 74 68 26 2 183 57 44 129 20 10 5976 108 128 2|6 137 2 137 3 1 21 4 195 10 77 5976 2
6 60 3 21 1 1235 22 266 25 16 2|2 5829 3 5 195 9 1 37 2537 14 14 14 14 1 37 2537 157 10 123 439 14
5 1 12 68 7|3 1 2
3 3068 1549 7 43 4 136 1 7 5 145 3 168 21 21981 617 85 9 653 7|6 72 3 5 39 196 645 62 88 38 5 487 56 16 51 291 1196 9 981 18 638 86 11 1 85 1 302 1360 3 58 113 9872 88 3 5 39 210 10 77 156 3 38 5 39 37 306 68 12 2 58 47 3 10 22512 77 3256 2
7 137 14|6 1 3 10424 2
3 72 79 31 1 4 993 61 47 15 930 48 2|2 183 5 69 54 8273 69 30 10 553 2215 62 6 15838 1 2
7 4 30 36 6 2778 3 31 1 4 7|4 137 3 5 46 3 5 31 2 5 170 31 2
5 852 55 10 604 493 2|4 687 2 102 3 5205 3 53 4 80 28 3366 9 55 4 3 79 31 1 4 67 353 6 868 1555 7 6 493 11 18654 9536 1103 4 115 124 175 16 2
5 5 46 14 14|5 2373 14 57 420 241 2 1 57 7
7 21 11 549 7|2 140 2
5 4 359 142 28 1909 15 6908 383 6 4741 14|3 5 41 585 14
5 1 254 2 35 2 129 12 9 20 2|3 35 35 35 3 5 149 37 802 4 10 1256 2
1 37 6 164 147 3 38 6 553 2423 1 14 17 5 139 4 570 2 4 570 43 6 1261 2 5 139 27 457 3 5 139 1 17|6 1899 14 16 11 58 229 17
5 183 24 1 353 117 550 1 550 2863 2|3 183 24 1 353 117 1348 674 7
5 60 3 47 4 43 14 58 21 85 1923 95 7|1 60 3 12 2068 61 16 57 22 91 9 1 25 1389 502 1 2 16 491 3 16 491 1691 1 1 3 570 210 2571 142 18 1 2627 3 7018 63 304 9 153 4 1 157 46
1 35 7108 3 1 102 14 4 1 80 9 75 1 383 47 14 14|6 3618 3 1 3735 23004 14
7 5 139 4 3 139 4 2|2 254 2 60 3 12 11 77 605 2 12 11 77 605 2
4 72 3 1 78 244 1 1288 14 1 78 27 2006 676 33 6 115 3 15 6 404 18 28 1 13928 14|1 1 3 1 921 14 309 153 81 1 219 40 1 3 89 19 1
4 5 149 160 3 5 1 46 3 5 149 160 3 5 1 46 79 5 85 16 14|7 254
7 15 6 10273 7|1 4 78 5464 218 26 462 2
6 190 1 2|4 137 2
6 72 14 21 11 6 226 7 43 4 686 7 4 42 285 5 39 10 144 3151 7 4 42 285 5 39 18654 9536 679 4 62 997 7|2 35 35 3 12 11 37 581 33 20 2 2373 14 5 125 29 2586 63 14
6 137 16 216 693 241 2 5 39 91 9 50 6 550 2|4 21 7 159 14 79 79 31 4 50 6 462 7
7 769 2|1 2364 3 15 4 46 21 184 2873 22 243 63 7
7 190 3 21 43 4 1106 20 7|7 1 3 1 17 90 77 252 18 74 2
3 1 14 5 39 1399 14|2 2270 3 16 22 37 18654 9536 203 2
2 129 20 16 2|1 544 2
7 6 1165 14384 2 21 11 6 226 40 4 7|5 60 3 1 67 85 1 81 12 41 483 106 2
7 5 3 5 31 1 46 2|4 59 33 3 3017 3 5 34 157 850 6 1 1374 2
3 21 31 4 78 47 7|4 72 1 20435 3 1 1 1841 2 31 4 80 114 7
1 5 46 2|7 354 20 3 4 81 1 1544 7
3 5 69 29 254 14 102 6942 3 4 78 5464 50 12 61 18 28 326 16 5 1 90 252 18 277 2 254 7 102 3 1 37 18654 9536 155 4 1931 20 61 40 191 2 6 120 156 16 1 18654 9536 155 22 4 2 15 56 6 586 2|2 190 2 206 20 89 4 50 47 2 254 7
7 599 6 3861 2|3 20 7
4 44 4 59 45 40 20 25 10 250 7|2 136 2
3 1 3 77 70 14 15 1 16 942 852 55 10 397 463 2|7 6942 14 59 33 3 1 18654 9536 265 73 9 1781 63 28 6047 15 558 12 19 28 1043 2 1 10 397 2005 1 2
5 35 14 35 3 57 85 1 95 16 2 1 81 4 151 180 9 9393 56 2|2 7108 3 31 1 350 68 12 2 5 39 136 57 373 9 290 40 4 2
7 5 44 31 16 2|3 254 14 45 24 54 2 6148 2
2 20435 2 60 3 1 5829 3 15 20435 3 5 81 1 12 2 73 8401 4 7|7 72 137 3 5 196 770 40 8918 15 1 3 1 2 5 75 1 10 275 2 1 3 2821 3 15 5 314 177 21412 87 98 9 98 2 1120 1487 3 1 3 1 3 1 3 1 2
1 21 7 1542 3 1542 1542 1542 3 21 31 4 145 3 97 9 1 7 24 111 3639 33 1 2 24 67 1305 113 12 983 6 336 1 3 4554 3 23601 1 2|7 4239 3 4239 3 4239 3 4239 3 1242 17889 3 1242 17889 3 1242 17889 2
7 254 3 5047 3 2270 4 42 63 2|3 509 14
6 72 137 2 1 20 2|3 72 27 288 1 14 1 18654 9536 30 10 392 7
7 83 20 93 4 10 462 2 89 5 486 61 9 2826 14179 1 3 31 4 81 12 67 264 4408 7 35 2 47 41 14179 540 3 16 4898 116 27 1 2659 3 47 41 14179 722 16 101 120 3540 10186 19 6949 3 15 19638 583 16 5 1229 87 3 67 55 5 1229 87 26 427 3 111 9 83 10 322 344 33 27 1013 2|2 4 1 46 16 372 7
1 57 216 1 46 21 9 95 14|5 67 129 99 6 17291 263 4 30 2
4 3268 2 24 359 74 9 946 2|5 477 2 28 249 2941 18 22097 1507 2
7 160 2|3 60 73 68 26 70 7 6314 6 5960 18 2270 1 33 2337 1464 1 2
1 137 5 46 897 1 19 1 1051 2|6 4 303 26 15 4 111 143 148 7 14 40 36 6 713 21683 558 4 93 99 7 14
5 60 3 5 81 12 11 241 16 4 42 91 33 10 1083 3 4 46 7 5 145 3 12 852 2635 2 5 145 3 4 30 764 2 6756 28 17899 14|2 4 80 10 324 7 370 142 1 3 3269 15 406 61 10 8200 14
5 72 27 288 3 521 24 43 58 855 9 29 337 2 24 380 30 5800 18 6 2184 24014 2|2 521 3 380 417 2
7 24838 2|1 24838 3 5 46 26 172 693 10 123 38 307 3 101 4 183 13920 9536 1648 10 1175 18 616 1563 3 108
4 2270 3 2270 5 139 4 58 132 3 38 5|3 38 2
7 4 1095 16 4 30 10 1454 1 7|7 65 2 5 30 10 3528 742 18 3824 3 15 1 2950 6402 920 18 27 4751 2
6 254 3 176 43 27 20025 3 4 3943 88 87 20 2|4 254 3 1000 116 3 45 51 43 2
6 137 3 254 3 1 180 12 61 2|4 5 149 5 6 120 70 16 26 22 3750 25 7
1 1 26 7 7 7 22 2692 2|3 5205 10634 55 10 8124 2 23 10634 55 10 8124 2
7 137 3 1 96 243 45 328 5 41 10 414 2 26 360 9 29 27 1 2|1 2373 14 6 120 156 5 78 87 27 2358 41 74 411 2 5 145 1 74 5393 19757 3 38 3 38 153 95 16 27 1 4 80 9 119 61 7
2 2270 3 6942 430 5 3943 6 191 2|3 1 687 14 25 28 19432 324 14
4 36 64 3 251 3 7319 2 53 4 80 26 4285 3 4 42 18654 9536 30 9 90 20 40 12 14|4 65 14 85 4 75 16 7
4 136 3 1 67 287 304 9 6 1 87 1 2|1 254 3 59 33 14 36 64 3 5 78 5464 54 14 58 77 518 62 6 493 2 254 7
4 474 63 14|5 93 20 21 7
7 917 2|6 544 3 5 39 19 6 684 2
2 94 11 78 10 579 2|3 60 3 6 944 156 22 3 57 170 373 9 30 2863 40 20 2
4 1 12 2 4239 14 14 14|1 72 27 288 14
4 1 3 5 1 1 46 2 83 20 3 83 20 635 2|7 126 518 7
2 21 7 14|4 1 37 961 14 22 16 639 760 7
2 4 46 73 132 5 139 1404 9 28 507 3 4 46 3 38 17|6 38 21 7
5 31 24 353 25 26 7|3 35 3 24 1 157 353 117 3172 1 26 22 73 51 3496 99 2
3 5 885 9 288 3 566 2 16 11 37 73 51 4742 1909 2|7 5 41 445 18 210 12 10 123 6604 3 4 46 3 55 1 1 11 208 7385 7
1 6 2684 14|1 240 1 2
5 31 5 196 206 4 5205 7|1 254 14 4 570 43 296 335 268 1 5 1 29 124 6608 25 380 18 4 3 38 76 1 1714 382 1 30 9 93 4 26 2 53 4 194 466 27 123 457 3 53 4 194 753 74 126 9252 18 126 258 3 5 69 2494 4 116 15 1482 28 2122 14 21 7 1 735 14 1 14 1935 14 204 12 14 254 7 1 37 1106 45 14
2 4 196 30 1586 25 20 1 4 7|7 56 3 1 14 1 67 1594 68 6 2342 3 1 36 2
4 9393 3 1 28 325 273 2|1 3573 3 1 350 1 50 992 2 6942 2
6 38 31 4 13920 9536 50 97 337 7|1 5 31 1 46 2 12 41 2692 2 5 145 3 12 67 824 58 64 2 89 5 41 1301 74 3 5 145 3 5 111 267 9 83 74 54 2 4 46 21 7 137 3 5 31 2 5 13920 9536 29 337 2
3 190 3 85 4 50 9 6 490 92 1 3638 19 6 349 15 1 1 529 62 6 22829 7|4 35 14 35 14 1932 3 1 257 40 6 586 7 14 159 10 250 3 21 43 4 210 163 58 761 7 21 264 9 28 1083 7
5 6942 14384 2|3 190 2 73 59 1 4907 28 249 550 7 1 28 442 2195 7
5 4 1 67 206 1 263 2|3 136 5 44 3 4540 6220 1768 3 1 1086 18 6 263 15 5 428 12 2
5 307 3 35 1 2 21 11 12 102 55 7|6 307 3 12 11 10 860 18 720 15 12 346 3 1 33 12 2
1 1 14|4 72 3 190 3 9359 14
6 5 1 178 4 570 109 210 12 3 5 85 1 46 4 109 19 139 14|3 58 16 11 12 14 12 11 130 14 391 430 14
7 1 2861 2|2 36 64 2
7 137 3 60 3 23 22 10 2262 94 2|1 637 3 4 81 7 5 145 3 4 299 61 40 10 322 86 7629 6 15964 18 1 11012 113 10 11284 18 537 14
6 72 27 288 14 14 14 9393 14 14 1 6 24809 87 28 1 493 14 14|5 74 21 7 14 14
4 43 4 136 7|6 60 137 3 5 2241 154 2
5 190 2|4 190 2
1 1 20 6 26 14|2 83 54 14
6 5 39 37 247 289 3 1 288 2 544 3 53 16 481 60 3 51 172 157 80 9 119 100|6 5 39 247 56 2
5 60 3 57 516 1 2377 40 6 4746 494 1292 309 18 74 192 935 25 1361 5407 14|6 58 73 85 26 456 7 85 57 3 85 57 10410 4 9 100 761 1182 536 7
5 137 2 1 210 6 64 156 3 64 7|2 3618 3 18 198 24 43 14 24 235 12 63 9 1816 2 53 24 109 751 9 50 335 47 101 29 10 1 692 2
6 544 3 5 44 29 10 8418 3 5 44 29 10 8418 2|4 72 3 131 4 3 131 4 3 131 4 3 131 4 2 75 7108 3 7108 2
7 72 27 288 3 16 41 25 27 3510 7|3 60 3 1 55 9 81 47 41 128 25 557 2 102 3 5 46 1 8668 25 26 208 265
2 72 3 24 109 683 1 57 67 1 57 1090 12 89 5 39 3565 2|3 158 4 147 109 494 2863 14
3 72 1 190 3 1 50 20 257 3 5 149 58 306 25 4 570 2 5 67 5 155 1664 61 1 99 3 1 7|5 137 3 5 155 16 104 2 5 93 4 21 897 87 56 33 1 119 98 9 770 61 40 426 184 2
3 60 5 85 1 93 88 14|2 88 7 14 86 11 88 7
4 1 3 1 21 7 5 294 3321 22 10 1 2|6 4298 1781 2
1 5 706 26 214 14 9 93 4 6 484 3 5 331 5 85 1 30 9 421 2|3 12181 3 43 4 498 16 4 42 37 2130 306 68 26 7
2 101 4 102 62 26 3043 7 23 2308 99 2 26 22 82 1860 2542 14|4 30 4 194 274 58 132 4046 7
2 72 170 7 14|6 65 3 15 2457 23 22 335 9 114 3151 3 38 23 143 23 101 186 74 25 20 2 15 5 143 3 1 3 1926 1 3 43 4 136 7 3269 1926 1 143
5 15 102 73 306 6 874 22 56 14|2 72 1 14
2 137 3 60 4 206 74 15 93 74 16 1 89 24 109 638 74 2173 123 1 531 9 7419 20 1538 478 3 254 7 15 53 5 1 30 978 74 3 47 516 1 157 29 10 807 9 54 9 2|1 1 3 57 531 9 7419 20 104 2
7 72 64 3 1 78 10 974 1479 825 253 2|7 64 2
4 137 2|2 1 3 1 18654 9536 59 548 1 4 7
7 6779 3 16110 2|1 31 51 159 25 20 9 31 26 7
1 35 3 1 498 5 1077 74 2|6 137 3 1 21 3 47 43 184 994 19 6 792 2
7 190 3 12 11 391 2|5 14578 3 4 42
5 137 14 53 6 349 16 1 107 314 130 4 14 1 21 3 5 81 5 34 54 163 154 5205 1640 1 68 82 1 1214 25 192 2|1 5 31 30 10 1 1214 25 192 2
1 35 14|4 35 7
6 60 3 5 4604 5276 67 221 25 12 97 14|5 5 32 4604 523 81 4 44 31 16 14
6 65 3 15 74 2619 2 38 24 42 4716 11771 19 4352 2929 23 22 22474 2|2 58 4 42 545 2168 3 110 2
4 72 27 288 3 43 24 751 9 467 7|1 469 22 25 1 3 2373 14 3269 6 6233 22 25 26 105 6235 370 18 4437 3 286 5 39 196 266 40 113 6 115 2 1793 22 25 73 2553 1713 5 161 12 2 16 4 147 43 337 2 15 56 70 169 4 220 50 335 15 30 436 18 28 249 2
1 170 7|4 65 14 15 5 46 21 420 10624 33 570 2 127 3 67 732 21 5 1310 3 15 57 4604 444 18654 9536 54 2060 25 4 2
7 1 4290 2|5 15 289 3 20241 2 58 5 898 37 9 458 74 150 357 5 44 29 5909 16 57 69 29 35 4399 9 1097 3 108 583 2
5 72 307 3 469 3 544 2|7 1520 3 58 251 3 73 293 478 149 5 18654 9536 30 9 703 4 33 6 1130 154 4
4 72 521 3 5 39 58 920 18 4 3 10228 2|7 10228 2 72 1 3 4 42 196 45 3 62 117 807 3 51 109 3211 63
3 1 14 21 22 16 7 128 10245 14|7 12 11 67 74 424 1908 2 1000 116 3 69 4 7
5 737 47 22 342 40 10 1 470 15 10 3613 7874 4198 318 25 16 94 2|3 5 30 9 54 9 6 2843 104 3 38 5 1 80 48 1 27 156 2
7 136 5 31 2|2 137 3 149 5 19 12 7
2 72 3 16 11 104 261 2|7 5 34 3099 2
1 5 294 1 10 144 185 175 1 10 273 14 14|4 2270 14 2270 14
4 2373 2 544 2|1 5 34 75 4 19 6 217 2
3 137 2|1 60 3 55 16 3 120 895 18 10 1225 3 12 11 10 4421 18 4710 2 15 895 18 10 2693 3 12 11 10 4421 18 4710 2 15 895 18 6 408 18 6 169 3 12 11 6 408 18 98 3 15 4710 22 36 16 122 6857 14 45 2
2 4 107 10 2843 502 62 1 9100 33 28 249 98 3 1081 14 2 56 3 19 3719 9 6 2266 3 254 3 4 13920 9536 182 88 886 3 140 3686 10 3329 536 55 166 5457 2 254 2 4 67 50 19 3 31 28 156 15 50 61 14|7 22 16 21 4 95 9 6942 7
4 137 3 70 98 3 89 24 109 11012 3 307 24 78 10 379 1 3 23 78 58 1594 12 41 6 325 2863 24 194 107 2 357 1 3 23 7761 61 1 62 6 408 2|5 254 3 60 1 18654 9536 50 5205 3 50 6 6853 3 15 50 88 5097 2 2433 500 2 1 2433 14
1 1 3 137 2|2 36 6 98 2 19 588 3 5 41 22098 2
3 190 2 103 5890 22 318 25 4 2|5 79 7 7913 7913 79 22 103 5890 318 25 20 7
3 190 14|7 509 14
7 45 11 28 3540 25 6 169 2 28 164 2045 22 19 263 35 2 540 2|6 5829 1094 7 308 18 10 2449 3 57 234 97 7
6 1 160 2|3 190 14 2270 1 14 1 45 14 1 45 14
4 58 43 193 40 4 15 2270 126 144 7|5 51 1 29 833 2 5 1292 857 542 864 48 199 138 3 67 347 9 50 48 9 180 9 20 2
4 658 88 7 14 1638 14 1 18654 9536 218 4 14|2 521 3 1 37 3567 88 2 254 7 5 145 1 46 51 1103 10 275 3 38 1 91 9 732 88 36 6 98 2 1 75 2 815 3 5 139 6 3318 2 5 145 3 30 4 194 107 128 58 362 557 267 12 7
2 21 7|6 137 14 73 101 4 55 12 53 5 520 4 9 1760 1 232 15 187 4 16 23 1077 4 3 15 4 299 116 47 15 4 323 61 16 23 1 55 4 7 73 101 4 246 7
6 190 4 570 3 11714 305 23 1 67 448 20 61 14|4 190 3 5 178 16 322 41 335 2
